"DATE","AXIOMA_ID","NAME","PRICE","CURRENCY","TSO","RETURN","COUNTRY"
"2023-09-28","N8WUMMJC9","MONASH IVF GRP LTD",1.28,"AUD",389634840,.003921648,"AU"
"2023-09-28","NJU8V4WU1","FEITIAN TECHNOLOGI",10.57,"CNY",418044000,.02125594,"CN"
"2023-09-28","NTRP3NAA2","WUXI XUELANG ENVIR",6.35,"CNY",333145932,.003159621,"CN"
"2023-09-28","P3P3B5PS3","SHANDONG LONGDA ME",7.5,"CNY",1079159725,.00133514,"CN"
"2023-09-28","1UZ16KVC3","HUNG FOOK TONG GP",.21,"HKD",655944000,-.04545477,"HK"
"2023-09-28","24WFF38U6","KANGDA INTL ENVIRO",.242,"HKD",2139735000,-.01224498,"HK"
"2023-09-28","JX11TB9W1","SEC ELECTRIC MACHI",10.02,"CNY",235200000,.007035287,"CN"
"2023-09-28","K6XG1UPC4","OCEANS KING LIGHTI",8.37,"CNY",771497994,.020731708,"CN"
"2023-09-28","KGUV9C2U9","SHENYANG CUIHUA GO",11.03,"CNY",256156000,.015653775,"CN"
"2023-09-28","75L1N5QF0","META HEALTH LTD",.01,"SGD",542551517,0,"SG"
"2023-09-28","S5J6NN357","MEDICSKIN HOLDINGS",.203,"HKD",396736000,-.00490191,"HK"
"2023-09-28","KY6X8GBZ4","POWERTIP IMAGE CORP.",48.8,"TWD",40962000,-.00610998,"TW"
"2023-09-28","FJT985LG6","ICO GROUP LTD",.21,"HKD",877590312,0,"HK"
"2023-09-28","HNBUVFRG3","YAN TAT GROUP HOLD",1.05,"HKD",240000000,0,"HK"
"2023-09-28","HX993Y4X9","CAPLIN POINT LABOR",1027.6001,"INR",75939746,.005381078,"IN"
"2023-09-28","L1TUR89X1","PROSPER ONE INTL H",.077,"HKD",800000000,-.01282036,"HK"
"2023-09-28","LLNP792V5","BETTER WORLD GREEN",2,"THB",4951191216,0,"TH"
"2023-09-28","QK81HBBB0","DONG ANH MECHANICAL",25200,"VND",31000000,-.015625,"VN"
